Category,Message
ham,which is weird because i know i had it at one point
ham,ok
ham,chile please its only a  ltdecimalgt  hour drive for me i come down all the time and will be subletting febapril for audition season
ham,come to medical college at pm forward it da
ham,lets pool our money together and buy a bunch of lotto tickets if we win i get ltgt  u get ltgt  deal
ham,oh k why you got job then whats up
ham,on a tuesday night r u  real
ham,im still pretty weak today  bad day 
ham,hurry home soup is done
ham,aight ill get on fb in a couple minutes
ham,"storming msg wen u lift d phne u say \hello\"" do u knw wt is d real meaning of hello    its d name of a girl    yes and u knw who is dat girl \""margaret hello\"" she is d girlfrnd f grahmbell who invnted telphone     moralone can get d name of a person"
ham,yes i know the cheesy songs from frosty the snowman 
ham,we have pizza if u want
ham,cool want me to go to kappa or should i meet you outside mu
ham,how long does applebees fucking take
ham,okey dokey ill be over in a bit just sorting some stuff out
spam,sppok up ur mob with a halloween collection of nokia logopic message plus a free eerie tone txt card spook to 
ham,sleeping nt feeling well
ham,frndship is like a needle of a clock though v r in d same clock v r nt able  met evn if v meetitz only few seconds bt v alwys stay conected gud t
ham,as usualiam fine happy amp doing well
ham,just come home i dont want u to be miserable
ham,by march ending i should be ready but will call you for sure the problem is that my capital never complete how far with you hows work and the ladies
ham,alright omw gotta change my order to a halfth
ham,mmm so yummy babe  nice jolt to the suzy
ham,i wait  _ inside da car park
ham,u goin out nite
ham,aiyo please _ got time meh
spam,todays offer claim ur  worth of discount vouchers text yes to  now savamob member offers mobile t cs   sub   unsub reply x
ham,hi chikku send some nice msgs
ham,sorry i cant take your call right now it so happens that there r waxsto do wat you want she can come and ill get her medical insurance and shell be able to deliver and have basic care im currently shopping for the right medical insurance for her so just give me til friday morning thats when ill see the major person that can guide me to the right insurance
ham,kkfrom tomorrow onwards started ah
ham,how are you just checking up on you
ham,thats fine ill bitch at you about it later then
ham,what do u reckon as need  arrange transport if u cant do it thanks
spam,free message activate your  free text messages by replying to this message with the word free for terms  conditions visit wwwcom
ham,then u go back urself lor
ham,lol i have to take it member how i said my aunt flow didnt visit for  months its cause i developed ovarian cysts bc is the only way to shrink them
ham,g says you never answer your texts confirmdeny
ham,you busy or can i come by at some point and figure out what were doing tomorrow
spam,bears pic nick and tom pete and  dick in fact all types try gay chat with photo upload call  pmin  stop texts call 
ham,oh god i am happy to see your message after  days
ham,nt only for driving even for many reasons she is called bbdthts it chikku then hw abt dvg coldheard tht vinobanagar violence hw is the conditionand hw ru  any problem
spam,join the uks horniest dogging service and u can have sex nite just sign up and follow the instructions txt entry to  now nytecalpmsgp
spam,todays vodafone numbers ending with  are selected to a receive a  award if your number matches call  to receive your  award
ham,ok thats cool its  just off either raglan rd or edward rd behind the cricket ground gimme ring when ur closeby see you tuesday
ham,kkhow about your training process
ham,dunno lei shd b driving lor cos i go sch  hr oni
ham,and hows your husband
spam,urgent please call  from landline  cash or a luxury  canary islands holiday await collection tcs sae po box  mxy ppm 
ham,you tell what happen dont behave like this to me ok no need to say
ham,lara said she can loan me  ltgt 
ham,now im going for lunch
ham,alright omw gotta change my order to a halfth
ham,love it the girls at the office may wonder why you are smiling but sore
spam,wan win a meetgreet with westlife  u or a m they are currently on what tour unbreakable untamed unkempt text  or  to  cost p std text
ham,no gifts you trying to get me to throw myself off a cliff or something
ham,i dunno until when lets go learn pilates
ham,then i buy
ham,nah wednesday when should i bring the mini cheetos bag over
ham,yeah we got one lined up for us
ham,huh so fast dat means u havent finished painting
ham,got smaller capacity one quite ex
ham,you didnt complete your gist oh
ham,i am in your office na
ham,im watching lotr w my sis dis aft so u wan  meet me  dinner at nite a not
ham,id say thats a good sign but well you know my track record at reading women
ham,hey you got any mail
ham,i enjoy watching and playing football and basketball anything outdoors and you
ham,alrite sam its nic just checkin that this is ur numberso is ittb
ham,is ur lecture over
ham,sorry dai was thought of calling you lot of timeslil busyi will call you at noon
ham,can _ send me a copy of da report
ham,i wnt to buy a bmw car urgentlyits vry urgentbut hv a shortage of  ltgt lacsthere is no source to arng dis amt ltgt lacsthats my prob
ham,im really sorry i wont b able  do this fridayhope u can find an alternativehope yr terms going ok
ham,its not the same here still looking for a job how much do tas earn there
ham,on ma way to school can you pls send me ashleys number
ham,crucify is c not s you should have told me earlier
ham,"beautiful truth against gravity read carefully \our heart feels light when someone is in it but it feels very heavy when someone leaves it\"" good night"""
spam,camera  you are awarded a sipix digital camera call  fromm landline delivery within  days
ham,one small prestige problem now
ham,tell me again what your address is
ham,carlos is taking his sweet time as usual so let me know when you and patty are donewant to smoke and ill tell him to haul ass
ham,well theres a pattern emerging of my friends telling me to drive up and come smoke with them and then telling me that im a weed fiendmake them smoke too muchimpede their doing other things so you see how im hesitant
ham,is ur changes  da report big cos ive already made changes  da previous report
ham,haha where got so fast lose weight thk muz go  a month den got effect geelater we go aust put bk e weight
ham,how are you enjoying this semester take care brother
